0 0 45.0316 11.3024 24.0000 66.0000 8658
1 1 706.5247 219.0084 301.0000 1111.0000 171846
2 3 44.8305 11.1784 24.0000 66.0000 1752
3 4 695.1606 214.3164 302.0000 1110.0000 716
4 5 143.5954 43.5046 64.0000 224.0000 9739
5 8 704.8175 220.4487 301.0000 1111.0000 5205
6 9 1249.8149 282.5982 730.0000 1770.0000 12643
7 10 871.5651 154.9211 590.0000 1160.0000 9343
8 11 722.5414 222.6717 302.0000 1106.0000 314
9 12 752.7241 189.4442 368.0000 1085.0000 29
10 13 161.7171 68.8603 31.0000 290.0000 258
11 114 193.9768 9.7291 176.0000 212.0000 25679
12 115 194.0167 9.7259 176.0000 212.0000 102876
13 116 671.0427 9.1673 654.0000 688.0000 91305
14 117 670.9887 9.2100 654.0000 688.0000 101901
15 118 671.0051 9.1971 654.0000 688.0000 70215
16 119 670.8203 9.1127 654.0000 688.0000 2515
17 120 670.9630 9.1728 654.0000 688.0000 4589
18 121 670.5260 9.5350 654.0000 687.0000 192
19 122 671.6173 8.8388 654.0000 688.0000 196
20 123 671.0832 9.2617 654.0000 688.0000 13549
21 126 460.1275 52.7682 360.0000 560.0000 2133
22 127 780.3876 53.6047 680.0000 880.0000 1455
23 128 559.3260 238.4146 120.0000 998.0000 1003
24 129 534.5330 133.5330 280.0000 780.0000 1771
25 131 239.9054 43.1441 160.0000 320.0000 15468
26 132 242.0119 15.1686 214.0000 270.0000 14671
27 133 143.1099 106.5365 0.0000 349.0000 112943
28 134 227.1611 37.8157 157.0000 297.0000 65064
