6 10 114 117 1 6 85 3275
18 10 114 117 0 0 86 10595
6 10 117 114 0 0 90 67179
18 10 117 114 0 0 93 40171
28 8 114 117 0 0 115 15838
6 8 114 117 1 45 115 31970
16 8 114 117 1 32 115 41484
43 8 114 117 1 25 115 57022
29 8 114 117 1 43 115 76834
18 8 114 117 1 18 115 134215
17 8 114 117 1 25 115 135256
31 8 114 117 1 9 116 45325
42 8 114 117 1 19 117 207096
44 8 114 117 0 0 118 22327
45 8 114 117 2 13 118 51598
41 8 114 117 0 0 119 22537
30 8 114 117 2 19 119 111455
6 8 117 114 1 86 120 6703
16 8 117 114 1 56 120 8725
29 8 117 114 0 0 120 14271
28 8 117 114 1 35 120 17410
45 8 117 114 0 0 120 26625
43 8 117 114 1 0 120 28737
31 8 117 114 1 72 120 46382
18 8 117 114 1 22 120 70838
17 8 117 114 1 12 120 74313
30 8 117 114 0 0 122 201267
42 8 117 114 0 0 123 82385
44 8 117 114 1 45 123 83111
41 8 117 114 1 0 123 122234
6 9 114 117 1 20 155 530
43 9 114 117 1 23 155 26947
28 9 114 117 1 34 155 47742
16 9 114 117 1 23 155 70961
18 9 114 117 1 23 155 104447
29 9 114 117 0 0 157 12863
17 9 114 117 1 18 157 72654
16 12 134 115 0 0 165 42027
6 12 134 115 2 7 165 69436
18 12 134 115 1 4 165 71489
28 12 134 115 1 3 165 76785
29 12 134 115 0 0 165 79906
41 12 134 115 2 5 165 87808
31 12 134 115 1 42 167 14192
17 12 134 115 0 0 168 166901
43 12 134 115 1 19 169 22733
44 12 134 115 1 9 169 122550
6 12 115 134 2 14 170 790
28 12 115 134 2 3 170 15368
41 12 115 134 1 5 170 23763
18 12 115 134 1 1 171 39752
29 12 115 134 1 30 171 45165
17 12 115 134 1 21 171 72406
44 12 115 134 1 1 171 124935
43 12 115 134 1 29 171 146125
16 12 115 134 1 9 172 164970
30 12 115 134 0 0 172 169263
31 12 115 134 1 19 172 171604
45 12 115 134 0 0 172 179327
6 12 134 115 1 10 180 67228
16 12 134 115 2 3 180 74462
28 12 134 115 1 3 180 75427
31 12 134 115 2 13 180 78393
17 12 134 115 2 5 180 136027
18 12 134 115 1 4 180 136430
29 12 134 115 0 0 180 141090
30 12 134 115 1 12 180 170473
41 12 134 115 0 0 180 178656
43 12 134 115 1 20 180 179778
44 12 134 115 1 17 181 153353
45 12 134 115 1 26 184 19631
42 12 134 115 1 5 187 25845
6 13 134 115 1 23 220 1253
18 13 134 115 1 38 220 7943
16 13 134 115 1 31 220 8008
17 13 134 115 0 0 220 10052
29 13 134 115 0 0 220 13521
41 13 134 115 1 30 220 20733
43 13 134 115 0 0 220 22324
42 13 134 115 0 0 220 30826
28 13 134 115 0 0 220 45104
30 13 134 115 0 0 220 76935
44 13 134 115 0 0 221 183284
45 13 134 115 1 27 221 186451
31 13 134 115 1 2 223 76315
6 13 115 134 1 59 225 821
18 13 115 134 1 37 225 8570
29 13 115 134 0 0 225 14043
28 13 115 134 0 0 225 15053
31 13 115 134 1 26 225 16967
16 13 115 134 1 9 225 75165
17 13 115 134 1 24 225 105165
44 13 115 134 1 41 227 93824
45 13 115 134 1 31 227 146785
41 13 115 134 1 14 227 147139
42 13 115 134 0 0 228 84026
43 13 115 134 1 10 228 87074
30 13 115 134 1 30 229 75375
6 13 134 115 1 37 240 31773
16 13 134 115 0 0 240 41092
18 13 134 115 0 0 240 43122
28 13 134 115 1 26 240 44271
30 13 134 115 1 33 240 138295
41 13 134 115 1 38 240 153451
29 13 134 115 1 4 240 174016
42 13 134 115 1 4 241 121408
17 13 134 115 0 0 242 8093
44 13 134 115 1 2 242 30762
31 13 134 115 1 2 242 80537
45 13 134 115 0 0 242 82487
43 13 134 115 1 6 242 85774
16 22 114 117 0 0 300 165026
17 22 114 117 0 0 301 74577
16 22 117 114 0 0 305 164860
17 22 117 114 0 0 305 168428
17 20 114 117 0 0 330 74175
45 20 114 117 1 0 330 83297
41 20 114 117 0 0 330 90954
29 20 114 117 1 5 330 140157
43 20 114 117 1 18 330 155490
6 20 114 117 1 30 330 157475
16 20 114 117 1 38 330 164614
18 20 114 117 0 0 330 164618
28 20 114 117 1 30 330 170533
30 20 114 117 1 31 330 171160
31 20 114 117 1 17 330 172900
42 20 114 117 0 0 330 177993
44 20 114 117 1 6 330 178054
6 20 117 114 0 0 335 4446
16 20 117 114 1 13 335 9381
28 20 117 114 0 0 335 18206
18 20 117 114 1 48 335 40647
17 20 117 114 1 15 335 40837
29 20 117 114 1 17 335 45423
30 20 117 114 1 13 335 47364
45 20 117 114 1 48 335 52852
41 20 117 114 1 24 335 60545
42 20 117 114 0 0 335 62575
43 20 117 114 1 3 335 84184
31 20 117 114 1 27 336 174760
44 20 117 114 1 5 336 208572
16 21 114 117 0 0 380 12128
29 21 114 117 1 12 380 44228
28 21 114 117 0 0 380 49790
6 21 114 117 1 7 380 65955
17 21 114 117 0 0 380 72467
18 21 114 117 1 29 380 74636
30 21 114 117 0 0 380 75258
45 21 114 117 0 0 380 83814
31 21 114 117 1 1 380 109287
42 21 114 117 0 0 380 121898
41 21 114 117 0 0 381 23968
44 21 114 117 0 0 382 83176
43 21 114 117 0 0 383 92932
6 21 117 114 0 0 385 7375
30 21 117 114 0 0 385 12848
29 21 117 114 0 0 385 12863
28 21 117 114 0 0 385 15900
16 21 117 114 1 1 385 39349
18 21 117 114 0 0 385 42026
17 21 117 114 0 0 385 43195
44 21 117 114 1 37 385 51091
45 21 117 114 0 0 385 54245
41 21 117 114 0 0 385 62432
43 21 117 114 0 0 385 87714
31 21 117 114 0 0 386 75560
42 21 117 114 0 0 386 218220
6 24 134 115 1 25 405 766
16 24 134 115 2 5 405 7925
17 24 134 115 1 44 405 8011
18 24 134 115 1 37 405 8558
30 24 134 115 2 5 405 12854
29 24 134 115 2 4 405 12982
28 24 134 115 0 0 405 15791
42 24 134 115 1 19 405 18873
44 24 134 115 0 0 405 21685
45 24 134 115 1 15 405 23457
43 24 134 115 1 41 405 86491
41 24 134 115 1 28 405 87303
31 24 134 115 1 10 406 109180
16 25 134 115 1 43 460 8569
42 25 134 115 1 4 460 26368
44 25 134 115 0 0 460 29757
6 25 134 115 0 0 460 63210
18 25 134 115 1 32 460 71330
17 25 134 115 1 26 460 71901
28 25 134 115 1 42 460 76534
29 25 134 115 0 0 460 79984
45 25 134 115 1 13 460 85789
41 25 134 115 1 4 460 146364
43 25 134 115 0 0 461 28386
31 25 134 115 1 14 461 45325
30 25 134 115 1 39 462 110053
6 35 114 117 0 0 530 3995
16 35 114 117 1 3 530 10153
18 35 114 117 0 0 530 10576
28 35 114 117 1 18 530 12683
29 35 114 117 0 0 530 12880
31 35 114 117 1 45 530 13906
44 35 114 117 1 23 530 20883
43 35 114 117 0 0 530 20890
41 35 114 117 0 0 530 21612
45 35 114 117 0 0 530 52199
17 35 114 117 0 0 531 133320
30 35 114 117 0 0 531 138262
16 35 117 114 1 61 535 40132
6 35 117 114 0 0 535 64692
18 35 117 114 1 61 535 73461
29 35 117 114 1 18 535 77864
28 35 117 114 1 0 535 80002
43 35 117 114 1 27 535 84739
30 35 117 114 1 60 535 142082
17 35 117 114 1 27 535 167714
31 35 117 114 1 48 535 173172
41 35 117 114 0 0 535 176206
45 35 117 114 1 60 535 187059
44 35 117 114 1 42 537 57128
6 33 114 117 0 0 550 2358
16 33 114 117 1 20 550 7862
17 33 114 117 0 0 550 8002
18 33 114 117 0 0 550 8459
30 33 114 117 0 0 550 13325
28 33 114 117 1 1 550 14490
29 33 114 117 0 0 550 17231
45 33 114 117 1 28 550 20164
42 33 114 117 0 0 550 21503
43 33 114 117 0 0 550 21893
41 33 114 117 0 0 550 122361
31 33 114 117 1 91 551 16347
44 33 114 117 0 0 551 112952
16 33 117 114 0 0 555 9983
28 33 117 114 1 4 555 16843
6 33 117 114 0 0 555 31971
17 33 117 114 1 28 555 39607
18 33 117 114 1 28 555 40938
29 33 117 114 0 0 555 44409
43 33 117 114 0 0 555 50481
42 33 117 114 0 0 555 51134
