0 0 1 -1 -1 -1
0 1 1 -1 -1 -1
0 2 1 -1 -1 -1
0 3 1 -1 -1 -1
0 5 1 -1 -1 -1
0 6 1 -1 -1 -1
0 7 1 -1 -1 -1
0 8 1 -1 -1 -1
0 9 1 -1 -1 -1
0 10 1 -1 -1 -1
0 11 1 -1 -1 -1
0 12 1 -1 -1 -1
0 13 1 -1 -1 -1
0 14 1 -1 -1 -1
0 15 1 -1 -1 -1
0 16 1 -1 -1 -1
0 17 1 -1 -1 -1
0 18 1 -1 -1 -1
0 19 1 -1 -1 -1
0 20 1 -1 -1 -1
0 21 1 -1 -1 -1
0 23 1 -1 -1 -1
0 24 1 -1 -1 -1
0 25 1 -1 -1 -1
0 27 1 -1 -1 -1
0 28 1 -1 -1 -1
0 29 1 -1 -1 -1
0 31 1 -1 -1 -1
0 38 1 -1 -1 -1
0 41 1 -1 -1 -1
1 0 1 -1 -1 -1
1 1 1 -1 -1 -1
1 2 1 -1 -1 -1
1 3 1 -1 -1 -1
1 4 1 -1 -1 -1
1 5 1 -1 -1 -1
1 6 1 -1 -1 -1
1 7 1 -1 -1 -1
1 8 1 -1 -1 -1
1 9 1 -1 -1 -1
1 10 1 -1 -1 -1
1 11 1 -1 -1 -1
1 12 1 -1 -1 -1
1 13 1 -1 -1 -1
1 14 1 -1 -1 -1
1 15 1 -1 -1 -1
1 17 1 -1 -1 -1
1 20 1 -1 -1 -1
1 21 1 -1 -1 -1
1 28 1 -1 -1 -1
1 29 1 -1 -1 -1
1 31 1 -1 -1 -1
1 34 1 -1 -1 -1
2 0 1 -1 -1 -1
2 1 1 -1 -1 -1
2 3 1 -1 -1 -1
2 4 1 -1 -1 -1
2 5 1 -1 -1 -1
2 8 1 -1 -1 -1
2 9 1 -1 -1 -1
2 10 1 -1 -1 -1
2 11 1 -1 -1 -1
2 12 1 -1 -1 -1
2 13 1 -1 -1 -1
2 15 1 -1 -1 -1
2 21 1 -1 -1 -1
2 28 1 -1 -1 -1
2 29 1 -1 -1 -1
2 31 1 -1 -1 -1
3 0 1 -1 -1 -1
3 1 1 -1 -1 -1
3 2 1 -1 -1 -1
3 3 1 -1 -1 -1
3 4 1 -1 -1 -1
3 5 1 -1 -1 -1
3 6 1 -1 -1 -1
3 7 1 -1 -1 -1
3 8 1 -1 -1 -1
3 9 1 -1 -1 -1
3 10 1 -1 -1 -1
3 11 1 -1 -1 -1
3 12 1 -1 -1 -1
3 13 1 -1 -1 -1
3 14 1 -1 -1 -1
3 15 1 -1 -1 -1
3 17 1 -1 -1 -1
3 21 1 -1 -1 -1
3 28 1 -1 -1 -1
3 29 1 -1 -1 -1
3 31 1 -1 -1 -1
3 33 1 -1 -1 -1
4 0 1 -1 -1 -1
4 1 1 -1 -1 -1
4 3 1 -1 -1 -1
4 5 1 -1 -1 -1
4 7 1 -1 -1 -1
4 8 1 -1 -1 -1
4 9 1 -1 -1 -1
4 12 1 -1 -1 -1
4 13 1 -1 -1 -1
4 15 1 -1 -1 -1
4 17 1 -1 -1 -1
4 28 1 -1 -1 -1
4 29 1 -1 -1 -1
4 31 1 -1 -1 -1
4 34 1 -1 -1 -1
5 0 1 -1 -1 -1
5 1 1 -1 -1 -1
5 4 1 -1 -1 -1
5 5 1 -1 -1 -1
5 7 1 -1 -1 -1
5 8 1 -1 -1 -1
5 12 1 -1 -1 -1
5 13 1 -1 -1 -1
5 15 1 -1 -1 -1
5 29 1 -1 -1 -1
5 31 1 -1 -1 -1
6 0 117 -1 -1 -1
6 1 117 -1 -1 -1
6 2 117 -1 -1 -1
6 3 117 -1 -1 -1
6 4 117 -1 -1 -1
6 5 117 -1 -1 -1
6 6 119 -1 -1 -1
6 7 133 -1 -1 -1
6 8 117 114 -1 -1        
6 9 117 114 -1 -1        
6 10 117 114 -1 -1       
6 11 117 -1 -1 -1
6 12 115 134 -1 -1       
6 13 115 134 -1 -1       
6 14 118 -1 -1 -1
6 15 118 -1 -1 -1
6 16 116 -1 -1 -1
6 17 116 -1 -1 -1
6 18 116 -1 -1 -1
6 19 133 -1 -1 -1
6 20 117 114 -1 -1       
6 21 117 114 -1 -1       
6 23 117 -1 -1 -1
6 24 115 134 -1 -1       
6 25 115 134 -1 -1       
6 26 118 -1 -1 -1
6 27 118 -1 -1 -1
6 28 116 -1 -1 -1
6 29 116 -1 -1 -1
6 30 116 -1 -1 -1
6 31 116 -1 -1 -1
6 32 133 -1 -1 -1
