0 0 376.3592 136.1507 123.0000 629.0000 8658
1 1 21.0113 4.8821 12.0000 30.0000 171846
2 3 373.8858 134.5778 123.0000 629.0000 1752
3 4 20.7598 4.7790 12.0000 30.0000 716
4 5 61.8440 16.8625 31.0000 93.0000 9739
5 8 20.9727 4.9121 12.0000 30.0000 5205
6 9 2.2045 1.9225 0.0000 6.0000 12643
7 10 21.9375 2.7455 17.0000 27.0000 9343
8 11 21.3631 4.9881 12.0000 30.0000 314
9 12 22.0690 4.2012 13.0000 29.0000 29
10 13 690.1240 5.2988 680.0000 700.0000 258
11 114 506.9526 19.9839 470.0000 544.0000 25679
12 115 507.0327 19.9815 470.0000 544.0000 102876
13 116 17.0135 2.7196 12.0000 22.0000 91305
14 117 16.9946 2.7328 12.0000 22.0000 101901
15 118 17.0018 2.7291 12.0000 22.0000 70215
16 119 16.9364 2.7036 12.0000 22.0000 2515
17 120 16.9810 2.7193 12.0000 22.0000 4589
18 121 16.8281 2.8112 12.0000 22.0000 192
19 122 17.2500 2.5998 12.0000 22.0000 196
20 123 17.0234 2.7472 12.0000 22.0000 13549
21 126 230.1763 68.6056 100.0000 360.0000 2133
22 127 51.3292 35.8325 0.0000 120.0000 1455
23 128 199.7358 92.1215 30.0000 369.0000 1003
24 129 115.8012 80.8903 0.0000 270.0000 1771
25 131 70.7460 47.1520 0.0000 160.0000 15468
26 132 563.0389 32.4960 503.0000 623.0000 14671
27 133 676.2754 438.8383 0.0000 1500.0000 112943
28 134 14.0805 11.5343 0.0000 37.0000 65064
