32.70 35.00
13.70 12.57
17.00 17.43
212.70 225.00
32.60 32.14
50.30 50.57
5.70 5.14
26.60 23.57
2.30 2.29
2.30 2.14
37.90 34.29
17.00 19.29
21.70 27.29
144.30 143.57
2.00 1.86
33.60 32.71
19.10 22.57
11.00 9.71
6.70 6.14
13.00 10.71
9.00 9.29
7.90 8.00
36.30 36.14
3.10 2.57
12.70 10.86
101.10 101.71
6.90 9.14
42.60 44.86
17.00 19.14
6.40 5.71
86.90 88.29
12.60 11.71
35.30 33.43
11.90 12.57
765.10 795.43
15.90 15.43
10.60 10.14
17.00 19.14
5.00 4.14
7.10 8.43
8.90 8.71
4.00 3.57
14.90 13.14
452.00 472.14
147.60 143.86
144.90 140.00
2082.40 1936.86
117.60 123.86
861.90 852.57
506.70 477.57
1662.70 1587.14
956.70 961.57
337.60 333.14
39.00 38.43
356.60 339.14
172.00 172.86
62.10 61.14
9.60 9.00
9.70 10.00
4.60 4.43
13.30 15.71
4.30 4.14
4.00 3.29
12.00 12.57
112.60 114.14
93.10 91.14
5.90 7.00
134.30 145.29
15.40 15.43
18.30 19.43
43.70 43.86
5.70 4.71
38.90 41.29
28.60 27.43
9.10 8.86
74.10 75.57
861.40 891.43
164.00 170.00
20.40 22.14
2.70 2.71
34.70 34.00
12.10 12.29
7.70 8.29
75.30 78.00
6.00 5.57
32.00 28.29
18.70 19.43
2.90 2.43
142.70 154.29
38.40 45.14
11.40 12.00
12.70 11.71
4.90 5.00
2.60 3.00
14.10 14.29
6.00 6.43
4.10 2.71
30.60 32.43
6.10 6.14
5.10 5.14
6.00 6.43
14.40 14.43
7.70 6.71
4.00 3.29
27.60 30.86
12.10 11.43
11.60 10.86
11.40 10.86
2.70 2.14
42.10 41.29
24.30 20.71
227.40 227.57
14.90 14.71
401.00 451.29
146.40 161.43
24.60 25.57
143.70 142.14
114.90 123.57
44.30 46.57
91.70 88.57
77.40 83.00
1030.70 1064.71
16.10 16.29
67.00 76.29
12.90 12.57
75.90 78.43
1.90 2.00
80.70 83.57
35.90 36.00
21.00 21.43
28.10 30.00
245.10 245.00
33.30 36.14
15.30 15.86
11.40 11.71
13.30 12.00
7.30 6.57
51.40 52.14
426.40 430.00
46723.60 46237.57
421.00 443.00
432.40 448.00
1743.30 1795.57
941.70 950.86
176.00 183.86
2573.40 2420.71
279.90 215.29
2386.00 2221.86
2232.40 2187.57
298.30 291.29
6107.90 5650.00
1277.90 1139.00
795.10 589.57
304.60 278.43
38.60 23.14
3228.40 2913.86
2871.30 2764.43
256.70 235.29
318.60 292.29
230.40 236.57
99.30 103.43
59.30 62.29
9395.10 9553.86
275.60 264.43
103.10 106.00
66.00 64.86
202.90 197.71
104.70 108.71
29.90 28.57
892.30 858.14
96.60 90.00
89.90 79.71
10.60 9.57
22.40 21.71
300.70 282.00
272.40 255.00
114.10 105.29
11.00 9.57
1161.40 1143.86
119.10 117.71
35.30 37.14
3.70 3.14
4.90 4.57
3.70 2.86
6.10 6.57
9528.40 9617.71
140.90 137.00
128.90 132.29
39.10 39.00
343.70 343.71
178.90 187.71
78.30 73.57
40.90 28.29
9.40 8.00
297.40 264.57
244.00 222.43
120.70 114.29
21.40 21.00
155.70 164.00
39.70 39.29
3.10 3.86
35.30 39.00
4819.90 4794.00
6325.90 6441.43
39.60 39.00
2.90 3.00
3.00 2.71
19.90 23.14
17.70 17.43
21.90 22.14
76.10 77.00
31.70 36.14
235.90 267.14
23.00 14.00
143.70 141.43
69.30 65.29
170.70 177.43
49.60 46.14
32.10 33.29
7.00 6.71
104.00 107.86
7.60 10.14
4.10 4.57
9.30 9.86
4.00 4.00
8.40 11.43
5.00 4.57
17.30 23.14
5.30 6.00
21.30 22.57
5.00 5.29
3.00 2.14
1.60 1.57
7.40 6.00
4.30 4.43
149.90 168.29
48.40 56.29
25.90 23.43
4.90 6.57
2.70 2.14
14.40 14.86
5.00 4.71
27.90 31.71
31.40 33.14
5.10 4.57
35.30 36.43
37.00 36.71
8.30 7.71
5.90 5.43
16.90 16.43
18.00 19.71
10.00 8.57
6.10 5.29
4.10 3.29
2.70 2.14
53.30 54.29
12.60 11.43
21.90 21.86
23.70 23.29
25.60 30.86
209.10 209.14
39.60 46.00
11.70 13.14
14.90 14.71
10.10 10.86
20.70 22.86
5.40 5.14
5.90 5.14
11.10 11.29
3.70 2.71
48.00 43.29
7.30 7.43
9.90 10.00
50.00 53.86
6.10 6.86
11.60 12.29
29.70 30.71
54.40 58.57
88.40 89.00
2.90 3.14
6.70 7.29
389.70 385.57
135.70 135.71
25.60 24.71
43.30 40.86
42169.90 41654.43
12502.10 12356.29
106.60 110.00
99.00 108.86
13.00 11.86
820.00 837.71
556.70 573.00
275.00 272.14
54.90 56.29
4036.00 4075.71
2629.30 2644.71
270.60 272.71
3963.70 3948.57
5.60 5.29
