22.90 22.7 16.0 28.0 -0.2 -0.8 2 L23_DBC:L1_DAC gauss
6.60 5.9 2.0 8.0 -0.7 -11.3 2 L23_DBC:L1_DLAC gauss
16.90 18.3 13.0 22.0 1.4 8.2 2 L23_DBC:L1_HAC gauss
10.60 11.9 9.0 18.0 1.3 11.9 2 L23_DBC:L1_NGC-DA gauss
7.10 7.4 3.0 11.0 0.3 4.6 2 L23_DBC:L1_NGC-SA gauss
7.70 8.3 5.0 13.0 0.6 7.6 1 L23_DBC:L1_SLAC exp
6.00 5.6 4.0 8.0 -0.4 -7.1 1 L23_DBC:L23_BP exp
105.30 109.3 95.0 119.0 4.0 3.8 2 L23_DBC:L23_BTC gauss
50.70 50.6 40.0 62.0 -0.1 -0.3 2 L23_DBC:L23_ChC gauss
75.30 78.0 71.0 84.0 2.7 3.6 1 L23_DBC:L23_DBC exp
444.90 473.1 421.0 510.0 28.2 6.3 2 L23_DBC:L23_LBC gauss
386.60 402.1 364.0 426.0 15.5 4.0 2 L23_DBC:L23_MC gauss
290.10 299.6 254.0 323.0 9.5 3.3 2 L23_DBC:L23_NBC gauss
32.00 29.9 21.0 36.0 -2.1 -6.7 2 L23_DBC:L23_NGC gauss
6465.60 6619.3 6539.0 6721.0 153.7 2.4 2 L23_DBC:L23_PC gauss
135.90 148.3 135.0 163.0 12.4 9.1 2 L23_DBC:L23_SBC gauss
18.70 19.4 12.0 25.0 0.7 3.9 1 L23_DBC:L4_BTC exp
11.00 10.9 8.0 14.0 -0.1 -1.3 2 L23_DBC:L4_ChC gauss
20.70 21.0 16.0 26.0 0.3 1.4 2 L23_DBC:L4_DBC gauss
142.70 154.3 138.0 171.0 11.6 8.1 1 L23_DBC:L4_LBC exp
150.90 160.7 152.0 169.0 9.8 6.5 2 L23_DBC:L4_MC gauss
108.10 110.4 94.0 122.0 2.3 2.2 2 L23_DBC:L4_NBC gauss
2.90 2.4 0.0 5.0 -0.5 -16.3 1 L23_DBC:L4_NGC exp
4538.90 4633.3 4459.0 4764.0 94.4 2.1 2 L23_DBC:L4_PC gauss
59.00 60.3 53.0 69.0 1.3 2.2 2 L23_DBC:L4_SBC gauss
1458.60 1489.1 1410.0 1559.0 30.5 2.1 2 L23_DBC:L4_SP gauss
676.10 691.1 665.0 716.0 15.0 2.2 2 L23_DBC:L4_SS gauss
11.40 12.0 6.0 17.0 0.6 5.3 1 L23_DBC:L5_BP exp
61.30 65.0 53.0 78.0 3.7 6.0 2 L23_DBC:L5_BTC gauss
12.70 11.9 7.0 15.0 -0.8 -6.6 2 L23_DBC:L5_ChC gauss
38.40 44.1 34.0 50.0 5.7 15.0 2 L23_DBC:L5_DBC gauss
